Unnamed: 0,name,url,year,certificate,rating,votes,plot,Action,Adventure,Comedy,Crime,Family,Fantasy,Mystery,Sci-Fi,Thriller
18902,Resident Evil: Code: Veronica,https://www.imdb.com/title/tt0217000/?ref_=adv_li_tt,2000.0,M,8.1,3047.0,"Claire Redfield infiltrates an Umbrella facility in Paris, but is captured and imprisoned on Rockfort Island. She teams up with inmate Steve Burnside to escape after an outbreak of the T-Virus on the island.",True,True,False,False,False,False,False,False,False
18903,Legacy of Kain: Soul Reaver,https://www.imdb.com/title/tt0215926/?ref_=adv_li_tt,1999.0,M,8.4,938.0,"Raziel was destroyed as a vampire but reborn as a Wraith. Now Raziel has returned to Nosgoth to destroy his brethren, and take his vengeance out on Kain.",True,True,False,False,False,True,False,False,False
18904,The Medium,https://www.imdb.com/title/tt12587880/?ref_=adv_li_tt,2021.0,,7.2,613.0,"The Medium is set in Poland in the late '80s. The game casts players in the role of Marianne, a medium who is haunted by visions of a child's murder. To unravel the truth behind this ... See full summary »",False,False,False,False,False,False,True,False,True
18905,Outlast: Whistleblower,https://www.imdb.com/title/tt3388490/?ref_=adv_li_tt,2014.0,M,8.3,1902.0,The story of Waylon Park and his attempt to expose the Murkoff Corporation for their horrendous actions at Mount Massive Asylum.,True,False,False,False,False,False,True,False,False
18906,Uncharted: Legacy of Thieves Collection,https://www.imdb.com/title/tt15414970/?ref_=adv_li_tt,2022.0,T,9.4,268.0,Nathan Drake and Chloe Frazer are forced to confront their pasts and forge their own legacies.,True,True,False,False,False,False,False,False,False
18907,Limbo,https://www.imdb.com/title/tt1754134/?ref_=adv_li_tt,2010.0,T,8.3,5502.0,A boy wakes up in a forest and sets off to find his sister.,False,True,False,False,False,False,True,False,False
18908,Soma,https://www.imdb.com/title/tt3255592/?ref_=adv_li_tt,2015.0,T,8.5,1804.0,"Simon Jarrett finds himself in a mysterious, ravaged facility after seemingly losing consciousness during a new, experimental brain scan which was suggested to him for his brain damage after his car accident.",False,False,False,False,False,False,True,True,False
18909,Alan Wake Remastered,https://www.imdb.com/title/tt15402648/?ref_=adv_li_tt,2021.0,,8.1,348.0,Alan Wake Remastered is a remastered version of the original Alan Wake (2012 PC version).,True,False,False,False,False,False,True,False,False
18910,Tell Me Why,https://www.imdb.com/title/tt12362188/?ref_=adv_li_tt,2020.0,M,6.8,550.0,Tell Me Why is a 2020 adventure game from Dontnod Entertainment and published by Xbox Game Studios. The game was released in three episodes exclusively for Microsoft Windows and Xbox One in August and September.,False,False,False,False,False,False,True,True,False
18911,Amnesia: The Dark Descent,https://www.imdb.com/title/tt1741689/?ref_=adv_li_tt,2010.0,M,8.2,1982.0,"Daniel, a young man, awakes in a dreary castle with no memory of his past and discovers that he deliberately erased his memory and must travel through the dark halls to kill the evil baron Alexander.",False,False,False,False,False,False,True,False,False
18912,Phantasmagoria,https://www.imdb.com/title/tt0131537/?ref_=adv_li_tt,1995.0,M,8.2,711.0,"A young successful author and her photographer husband buy a stunning and mysterious mansion on the outskirts of a small town in New England, but soon enough start to experience maddening horrors of its previous owner.",False,False,False,False,False,False,True,False,False
18913,Prototype 2,https://www.imdb.com/title/tt1866227/?ref_=adv_li_tt,2012.0,M,7.4,1711.0,"Sgt James Heller, a soldier and grieving husband, must take down everyone responsible for the murder of his family, and have his revenge.",True,True,False,False,False,False,False,False,False
18914,Who Pressed Mute on Uncle Marcus?,https://www.imdb.com/title/tt18256830/?ref_=adv_li_tt,2022.0,,6.6,19.0,Add a Plot,False,False,False,False,False,False,True,False,False
18915,Resident Evil HD Remaster,https://www.imdb.com/title/tt5730780/?ref_=adv_li_tt,2015.0,M,8.7,1640.0,HD Remaster of the horror game Resident Evil (2002). Raccoon City Police Department elite team Jill Valentine and Chris Redfield are forced to flee into a mysterious mansion where they encounter zombies and mutated monsters.,True,False,False,False,False,False,True,False,False
18916,S.T.A.L.K.E.R.: Shadow of Chernobyl,https://www.imdb.com/title/tt0936494/?ref_=adv_li_tt,2007.0,M,8.4,1473.0,"You play as a scavenger suffering from amnesia inside the exclusion zone of a nuclear power plant in the Ukraine which exploded, creating mutants, and weird paranormal activity.",True,True,False,False,False,False,False,False,False
18917,Martha is Dead,https://www.imdb.com/title/tt8147240/?ref_=adv_li_tt,2022.0,M,7.1,106.0,"""Martha is Dead"" is a dramatic psychological thriller, of gloomy and dreamlike tones, a mix of history, superstition and psychological distress.",False,True,False,False,False,False,False,False,False
18918,Agatha Christie: The ABC Murders,https://www.imdb.com/title/tt13452770/?ref_=adv_li_tt,2016.0,T,6.3,50.0,Add a Plot,False,False,False,False,False,False,True,False,False
18919,Finding Nemo,https://www.imdb.com/title/tt0401422/?ref_=adv_li_tt,2003.0,E,7.2,675.0,"From the box-office sleeper, the player can play in this video game of trying to find and rescue Nemo.",True,True,False,False,False,False,False,False,False
18920,Beyond Good & Evil,https://www.imdb.com/title/tt0397040/?ref_=adv_li_tt,2003.0,T,8.4,1431.0,"On the small island civilization of Hillys, the DomZ creatures are a ruthless alien race which have invaded the Hillyan people. The government has set up the Alpha Section, which is a society ""devoted to the safety of Hillys"".",True,True,False,False,False,False,True,False,False
18921,Layers of Fear,https://www.imdb.com/title/tt7664814/?ref_=adv_li_tt,2015.0,M,7.3,824.0,"Layers of Fear is a psychedelic horror that will keep you on-edge as you discover the secret of the painter's madness, as you walk through a constantly shifting house.",False,False,False,False,False,False,True,False,False
18922,The Little Mermaid II,https://www.imdb.com/title/tt8814490/?ref_=adv_li_tt,2000.0,,7.2,23.0,"Description: A gorgeous beautiful toy that will please all children and nostalgic adults. In the game, you play for Ariel - the naughty daughter of the King of the Sea of Triton. Everywhere... See full summary »",True,False,False,False,False,False,True,False,False
18923,Phantasmagoria 2: A Puzzle of Flesh,https://www.imdb.com/title/tt0159646/?ref_=adv_li_tt,1996.0,M,7.4,389.0,"Curtis Craig, a totally normal man begins to hear strange voices. Could it be that he is an insane killer..?",False,False,False,False,False,False,True,False,False
18924,Halo: Combat Evolved Anniversary,https://www.imdb.com/title/tt5009274/?ref_=adv_li_tt,2011.0,M,8.4,1526.0,A super soldier in the United nations space command is marooned on a mysterious world with some marines who will help him fight against an alien organization known as the covenant.,True,True,False,False,False,False,True,False,False
18925,Law & Order: Criminal Intent,https://www.imdb.com/title/tt0442681/?ref_=adv_li_tt,2005.0,,7.8,257.0,Video game spin-off from the popular Law & Order: Criminal Intent television series.,False,False,False,False,False,False,True,False,False
18926,Rule of Rose,https://www.imdb.com/title/tt1527831/?ref_=adv_li_tt,2006.0,M,7.9,239.0,"In 1930's England, a young woman enters an abandoned manor while looking for someone and becomes imprisoned by a cult of young girls who live on a strange airship. They force her to work for them. She must get her bearings and escape.",False,False,False,False,False,False,True,False,False
18927,Silent Hill: Homecoming,https://www.imdb.com/title/tt1303901/?ref_=adv_li_tt,2008.0,M,7.0,1752.0,"After returning from war, a soldier returns to his hometown, only to discover the city deserted, and his brother and father missing, and he soon learns that Silent Hill may be behind the mystery.",False,False,False,False,False,False,True,False,True
18928,Blair Witch,https://www.imdb.com/title/tt10721170/?ref_=adv_li_tt,2019.0,M,6.6,645.0,"Survival horror game set in the haunted forest from The Blair Witch Project (1999), where, in 1996, a man and his dog find themselves lost while helping a search party look for a missing boy.",False,False,False,False,False,False,True,False,True
18930,Silent Hill: Origins,https://www.imdb.com/title/tt1235071/?ref_=adv_li_tt,2007.0,M,7.5,1089.0,"Seven years before the events of the first game, during one of his deliveries a lonely trucker passes through Silent Hill and faces his sad past in the mysteriousness of the city.",False,False,False,False,False,False,True,False,False
18931,The Shapeshifting Detective,https://www.imdb.com/title/tt9185410/?ref_=adv_li_tt,2018.0,,7.1,110.0,"Following the murder of 21-year-old redhead Dorota Shaw, you must use your secret shapeshifting abilities to investigate three mysterious tarot readers who predicted her death.",False,False,False,False,False,False,True,True,True
18932,Black Mirror,https://www.imdb.com/title/tt7740616/?ref_=adv_li_tt,2017.0,M,5.7,204.0,"Following the death of his father, and tormented by nightmares and waking dreams, David Gordon visits his ancestral home for the first time in his life.",False,False,False,False,False,False,True,False,True
18933,Silent Hill: Shattered Memories,https://www.imdb.com/title/tt1502419/?ref_=adv_li_tt,2009.0,M,7.8,967.0,"After a car crash in Silent Hill, Harry Mason wakes up to find his daughter Cheryl has disappeared. As he begins to search for her within the town, he starts to find more than he was looking for.",False,False,False,False,False,False,True,False,False
18934,Clock Tower,https://www.imdb.com/title/tt0395120/?ref_=adv_li_tt,1996.0,M,7.9,174.0,Get ready for terror as Scissorman is back to cause a bloody massacre that spread from Romsdaleen to Oslo.,False,False,False,False,False,False,True,False,False
18935,Siren,https://www.imdb.com/title/tt0407798/?ref_=adv_li_tt,2003.0,M,7.6,231.0,A group of people are trapped in the mysterious mountain village of Hanuda.,False,False,False,False,False,False,True,False,True
18936,13 Sentinels: Aegis Rim,https://www.imdb.com/title/tt6198140/?ref_=adv_li_tt,2019.0,T,8.7,144.0,"In 1980s Japan, thirteen high-schoolers are thrust into a futuristic war between giant robots called ""Sentinels"" and mechanical Kaiju as they must fight to prevent humanity's fate of unavoidable destruction.",True,True,False,False,False,False,False,False,False
18937,Twin Mirror,https://www.imdb.com/title/tt10631730/?ref_=adv_li_tt,2020.0,,6.1,169.0,"Sam Higgs a former investigative journalist returns to his hometown. Forced to confront his past, Sam finds himself torn between reconnecting with his loved ones and using his unique abilities to uncover the town's dark secrets.",False,False,False,False,False,False,True,False,True
18938,I Saw Black Clouds,https://www.imdb.com/title/tt7498000/?ref_=adv_li_tt,2021.0,,5.7,43.0,"After the unexpected death of a close friend, Kristina returns to her hometown looking for answers, only to unearth a string of dark secrets. The truth turns out to be far more harrowing than she could have imagined.",False,False,False,False,False,False,True,False,True
18939,Alias,https://www.imdb.com/title/tt0364931/?ref_=adv_li_tt,2004.0,T,6.5,488.0,"Based on the hit television show, a third-person based game about CIA/Alliance double-agent Sydney Bristow.",True,True,False,True,False,False,False,False,False
18940,Zero Escape: Zero Time Dilemma,https://www.imdb.com/title/tt5555606/?ref_=adv_li_tt,2016.0,M,7.8,156.0,"Nine people find themselves forced to play a deadly game in a nuclear bunker, where every 90 minutes their memories of recent events are erased. In order to escape, they must kill 6 people via various ""decisions.""",False,False,False,False,False,False,True,True,False
18941,Dark Nights with Poe and Munro,https://www.imdb.com/title/tt11333562/?ref_=adv_li_tt,2020.0,,7.0,47.0,"Adventure in the strange town of August with local radio hosts and secret lovers Poe and Munro, as they encounter six unique mysteries on and off the air.",False,False,False,False,False,False,True,False,False
18942,Haunting Ground,https://www.imdb.com/title/tt0457376/?ref_=adv_li_tt,2005.0,M,8.1,306.0,"A young woman wakes up in the dungeon of a castle after being involved in a car accident. With the help of a White Shepherd, Hewie, she begins to explore the castle to escape and unravel the mysteries of it and its inhabitants.",False,False,False,False,False,False,True,False,True
18943,Night in the Woods,https://www.imdb.com/title/tt7477138/?ref_=adv_li_tt,2017.0,T,8.1,537.0,"After dropping out of college, Mae returns to her hometown of Possum Springs where she slowly uncovers a dark mystery.",False,False,False,False,False,False,True,False,False
18944,Hello Neighbor: Hide & Seek,https://www.imdb.com/title/tt13219016/?ref_=adv_li_tt,2018.0,T,6.2,30.0,Hello Neighbor: Hide and Seek follows the tragic story of the Peterson's family in this dramatic prequel to Hello Neighbor. Experience playing a game of hide-and-seek with your brother as you both deal with a loss of a family member.,False,False,False,False,False,False,True,False,False
18945,Gone Home,https://www.imdb.com/title/tt3139666/?ref_=adv_li_tt,2013.0,M,6.8,1843.0,"A woman returns home after a long absence. She finds it ominously empty. In an attempt to find out where her parents and sister are, she goes through their things. What she discovers will shock her and fascinate her.",False,False,False,False,False,False,True,False,False
18946,11.22.63 VR,https://www.imdb.com/title/tt8290576/?ref_=adv_li_tt,2016.0,,8.4,20.0,Add a Plot,False,False,False,False,False,False,True,True,False
18947,Fatal Frame,https://www.imdb.com/title/tt0340311/?ref_=adv_li_tt,2001.0,T,8.4,584.0,"Armed with a camera capable of fighting ghosts, a teenage girl searches a haunted house in search of her brother.",False,False,False,False,False,False,True,False,False
18949,Fatal Frame II: Crimson Butterfly,https://www.imdb.com/title/tt0385989/?ref_=adv_li_tt,2003.0,M,8.7,602.0,"Twin sisters try to escape a haunted village with the help of the Camera Obscura, a camera with the power to see the impossible.",False,False,False,False,False,False,True,False,False
18950,Neuromancer,https://www.imdb.com/title/tt0379907/?ref_=adv_li_tt,1988.0,,8.3,79.0,Add a Plot,False,False,False,False,False,False,True,True,True
18951,The Council,https://www.imdb.com/title/tt8142350/?ref_=adv_li_tt,2018.0,,7.3,167.0,"The game begins in 1793, with you taking the role of secret society member Louis de Richet after his invitation to a private island off the shores of England by the enigmatic Lord Mortimer.",False,False,False,False,False,False,True,False,False
18952,Blacksad: Under the Skin,https://www.imdb.com/title/tt10386964/?ref_=adv_li_tt,2019.0,M,7.6,103.0,"The early 50s: Joe Dunn, owner of a boxing club, is found dead. Meanwhile, rising star Robert Yale, due to take to the ring for the most important fight of his career, has mysteriously ... See full summary »",False,False,False,False,False,False,True,False,False
18954,The Cat Lady,https://www.imdb.com/title/tt2498068/?ref_=adv_li_tt,2012.0,,8.6,265.0,"The Cat Lady follows Susan Ashworth, a lonely 40-year old on the verge of suicide. She has no family, no friends and no hope for a better future. One day she discovers that five strangers will come along and change everything.",False,False,False,False,False,False,True,False,False
18956,Metroid Prime 2: Echoes,https://www.imdb.com/title/tt0430354/?ref_=adv_li_tt,2004.0,T,8.3,984.0,"Sent to assist a Galactic Federation squadron stranded on the planet Aether, Samus Aran is thrust into an all-but-lost war between the dying Luminoth race and the umbral demons known as the Ing, on a world torn between light and darkness.",True,True,False,False,False,False,True,False,False
18957,Ace Attorney Investigations 2,https://www.imdb.com/title/tt2112960/?ref_=adv_li_tt,2011.0,,8.7,97.0,"The famous prosecutor, Miles Edgeworth, solves five different murder cases, all related to a past incident, while also learning about his father's past as a defense attorney.",False,False,False,False,False,False,True,False,False
18958,Maid of Sker,https://www.imdb.com/title/tt12790126/?ref_=adv_li_tt,2020.0,,6.3,65.0,"Maid of Sker is a first-person survival horror, set in a remote hotel with a gory and macabre history from British folklore.",False,False,False,False,False,False,True,False,True
18959,Last Seen Online,https://www.imdb.com/title/tt8691274/?ref_=adv_li_tt,2016.0,,7.8,6.0,"Amy Morris goes on a night out to celebrate her 26th birthday, but unbeknown to her friends she never makes it home. The story is told as a passive ARG in the style of a messenger app. Over... See full summary »",False,False,False,False,False,False,True,False,False
18961,Amnesia: A Machine for Pigs,https://www.imdb.com/title/tt3166518/?ref_=adv_li_tt,2013.0,,6.7,724.0,"The year is 1899. Wealthy industrialist Oswald Mandus awakes in his bed, wracked with fever and haunted by dreams of a dark and hellish engine.",False,False,False,False,False,False,True,False,False
18962,The House in Fata Morgana: A Requiem for Innocence,https://www.imdb.com/title/tt8431222/?ref_=adv_li_tt,2015.0,,8.3,16.0,"A Requiem for Innocence is a companion to the visual novel ""The House in Fata Morgana."" It tells the tale of a young man dragged down by his ambitions and a girl both worshiped as a saint and maligned as a witch.",False,False,False,False,False,False,True,False,False
18963,Amnesia: Rebirth,https://www.imdb.com/title/tt13097406/?ref_=adv_li_tt,2020.0,M,6.8,223.0,"After her plane crash-lands in the Algerian desert, Tasi Trianon wakes up to discover that all of her companions have gone missing and she has no recollection of what happened immediately after the crash.",False,False,False,False,False,False,True,False,True
18964,Devotion,https://www.imdb.com/title/tt9843598/?ref_=adv_li_tt,2019.0,M,8.0,80.0,Devotion is a first-person atmospheric horror game depicting the life of a family shadowed by religious belief.,False,False,False,False,False,False,True,False,False
18965,Ao Oni,https://www.imdb.com/title/tt14021428/?ref_=adv_li_tt,2007.0,T,6.4,13.0,A group of teens explores a mansion haunted by a blue demon.,False,False,False,False,False,False,True,False,False
18966,Fatal Frame: Maiden of Black Water,https://www.imdb.com/title/tt3877938/?ref_=adv_li_tt,2014.0,M,7.4,65.0,"Playing three different protagonists, you explore Hikami Mountain, a place infamous for suicides and spiritual happenings connected with local bodies of water.",False,False,False,False,False,False,True,False,False
18967,Suicide Guy,https://www.imdb.com/title/tt10126036/?ref_=adv_li_tt,2017.0,,6.2,24.0,Trapped in a series of dreams our beer fueled friend must escape using any means necessary.,False,False,False,False,False,False,True,False,False
18969,Goosebumps: The Game,https://www.imdb.com/title/tt7070568/?ref_=adv_li_tt,2015.0,,6.2,33.0,Based on R.L. Stine's creations this point and click adventure see's you travel your town searching for a way to save it from the malevolent puppet Slappy.,False,False,False,False,False,False,True,False,False
18970,Forbidden Siren 2,https://www.imdb.com/title/tt0478153/?ref_=adv_li_tt,2006.0,,7.5,128.0,"New Siren game takes place on a small island town in rural Japan. The town is quiet, and peaceful, until one night evil invades, and it's dark history surfaces.",False,False,False,False,False,False,True,False,True
18971,The Centennial Case: A Shijima Story,https://www.imdb.com/title/tt19889916/?ref_=adv_li_tt,2022.0,T,7.7,7.0,Add a Plot,False,False,False,False,False,False,True,False,False
18972,Virginia,https://www.imdb.com/title/tt6075886/?ref_=adv_li_tt,2016.0,,6.5,120.0,"A woman, shortly after joining the FBI is tasked with a special case, which she has to solve alongside the disappearence of a local boy.",False,False,False,False,False,False,True,False,True
18973,Project Nightmares,https://www.imdb.com/title/tt8559506/?ref_=adv_li_tt,2021.0,,5.3,7.0,"A group of scientists, with knowledge in paranormal matters, develops a machine that allows them to induce sleep on patients with psychic abilities and also connect them to malignant ... See full summary »",False,False,False,False,False,False,True,False,True
18974,428: Fûsa sareta Shibuya de,https://www.imdb.com/title/tt1339405/?ref_=adv_li_tt,2008.0,T,8.5,48.0,"428 is a visual novel adventure game where players take part in events from the perspectives of multiple protagonists, all acting in parallel with no knowledge of each other. Set in the ... See full summary »",False,False,False,False,False,False,True,False,True
18975,Siren: Blood Curse,https://www.imdb.com/title/tt2545650/?ref_=adv_li_tt,2008.0,M,7.1,129.0,"Augsust 3, 2007 - the day an American camera crew went missing in a Japanese mountainside area. Prior to disappearance, the crew was investigating Hanuda, a village that vanished in 1976.",False,False,False,False,False,False,True,False,True
18976,The Black Mirror,https://www.imdb.com/title/tt0462199/?ref_=adv_li_tt,2004.0,M,7.9,291.0,"Following the death of his grandfather, Samuel Gordon heads back to Black Mirror, the family's ancestral home, to investigate the matter.",False,False,False,False,False,False,True,False,True
18977,Downfall,https://www.imdb.com/title/tt5598076/?ref_=adv_li_tt,2016.0,M,8.6,70.0,"Joe Davis takes his wife, Ivy, to seaside hotel by the name of 'Quiet Haven' in an attempt to repair their marriage. He quickly discovers that their relationship might be a lot more rotten ... See full summary »",False,False,False,False,False,False,True,False,False
18978,Clock Tower II: The Struggle Within,https://www.imdb.com/title/tt0428396/?ref_=adv_li_tt,1998.0,M,6.4,94.0,"Alyssa Hale is a teenager with a dual personality. Normally a quiet young lady with a gloomy personality, Alyssa has a dark side, a cruel and merciless man known as Mr. Bates who can ... See full summary »",False,False,False,False,False,False,True,False,False
18979,Deus ex Machina,https://www.imdb.com/title/tt0430013/?ref_=adv_li_tt,1984.0,,7.7,31.0,"Take control and follow the life of a ""defect"", which takes the shape of a human body that was formed inside a machine. The defect goes through all stages of life from cells to senility, as... See full summary »",False,False,False,False,False,False,True,False,False
18980,The Testament of Sherlock Holmes,https://www.imdb.com/title/tt1672627/?ref_=adv_li_tt,2012.0,M,7.2,185.0,Sherlock Holmes is framed for murder,False,False,False,False,False,False,True,False,False
18981,Generation Zero,https://www.imdb.com/title/tt10142034/?ref_=adv_li_tt,2019.0,,7.1,76.0,"During the 1989's Sweden, the local population have suddenly disappeared. A group of teenagers out on the lake are forced to swim to land after their boat was attacked by an unknown missile... See full summary »",False,False,False,False,False,False,True,False,False
18982,Lorelai,https://www.imdb.com/title/tt7865582/?ref_=adv_li_tt,2019.0,,7.6,45.0,"The little she had was taken away, but Lorelai refuses to give up, she will fight. Even death won't stop her from getting it all back.",False,False,False,False,False,False,True,False,False
18984,D4: Dark Dreams Don't Die,https://www.imdb.com/title/tt4088724/?ref_=adv_li_tt,2014.0,M,7.3,99.0,"David Young is a private detective with an ability that allows him to dive into the past using items called 'mementos.' His wife was murdered 2 years ago, and left him a dying message: ""Look for D.""",False,False,False,False,False,False,True,True,True
18985,Fatal Frame III: The Tormented,https://www.imdb.com/title/tt0756360/?ref_=adv_li_tt,2005.0,M,8.4,310.0,"A professional photographer, still mourning the death of her fiancé, finds herself pulled into a mysterious ""dream manor"" whenever she falls asleep.",False,False,False,False,False,False,True,False,False
18987,Secret of Mana,https://www.imdb.com/title/tt7472918/?ref_=adv_li_tt,2018.0,E10+,6.8,58.0,Full 3D remake of Super Nintendo's classic RPG: Secret of Mana (1993).,False,True,False,False,True,True,False,False,False
18988,Gray Matter,https://www.imdb.com/title/tt1484983/?ref_=adv_li_tt,2010.0,,8.3,136.0,Gray Matter is the first adventure game by renowned author Jane Jensen since the release of Gabriel Knight 3: the story mixes eerie goings-on with supernatural events in best Jensen-style. ... See full summary »,False,False,False,False,False,False,True,False,True
18989,State of Mind,https://www.imdb.com/title/tt8854642/?ref_=adv_li_tt,2018.0,,6.8,59.0,"A futuristic thriller game delving into transhumanism. The game explores themes of separation, disjuncture and reunification, in a world that is torn between a dystopian material reality and a utopian virtual future.",False,False,False,False,False,False,True,True,True
18990,Serial Experiments Lain,https://www.imdb.com/title/tt11296310/?ref_=adv_li_tt,1998.0,,7.5,14.0,Add a Plot,False,False,False,False,False,False,True,True,False
18991,Michigan: Report from Hell,https://www.imdb.com/title/tt0496621/?ref_=adv_li_tt,2004.0,,6.0,37.0,"Michigan, a rookie cameraman for ZaKa TV, which belongs to the powerful ZaKa conglomerate, accompanied by Brisco, an outspoken sound engineer, and Pamela, an reporter, are sent to investigate a mysterious fog that is descended on the city.",False,False,False,False,False,False,True,True,False
18992,Dark Seed,https://www.imdb.com/title/tt0144157/?ref_=adv_li_tt,1992.0,,7.6,91.0,Point and click adventure about a phlegmatic small town horror novelist Mike Dawson who learns that his mind has been impregnated with the embryo of a monstrous alien invader from an evil alien parallel dimension.,False,False,False,False,False,False,True,True,False
18995,Black Mirror III: Final Fear,https://www.imdb.com/title/tt2304525/?ref_=adv_li_tt,2011.0,,7.4,132.0,"Darren alias Adrian is now possessed by the spirit of evil Mordred, so he teams up with a renegade female priest to try and find a way to exorcise and destroy Mordred and save himself.",False,False,False,False,False,False,True,False,True
18996,Project Zero 2: Wii Edition,https://www.imdb.com/title/tt2571440/?ref_=adv_li_tt,2012.0,,8.1,17.0,"Twin sisters Mio and Mayu, while visiting a vacation spot from their childhood, become lost in a dark forest. The path disappears behind them as they enter the Lost Village, a place that ... See full summary »",False,False,False,False,False,False,True,False,False
18997,Darkwood,https://www.imdb.com/title/tt7681816/?ref_=adv_li_tt,2017.0,,7.7,77.0,"The game features a semi-open world, with the player unlocking new areas as the story line progresses. It also features a crafting system, a day/night cycle, trading and NPC interaction, a ... See full summary »",False,False,False,False,False,False,True,False,True
18999,Black Mirror II: Reigning Evil,https://www.imdb.com/title/tt0985023/?ref_=adv_li_tt,2010.0,,7.7,167.0,Darren Michael's search for his missing friend takes him on a chilling expedition from his small New England town to Willow Creek in England - and the reigning evil of Black Mirror Castle.,False,False,False,False,False,False,True,False,True
19000,Layers of Fear: Inheritance,https://www.imdb.com/title/tt14509064/?ref_=adv_li_tt,2016.0,,6.5,17.0,"Layers of Fear: Inheritance expands the plot from Layers of Fear and tells the story of the painter's daughter, who comes back to her childhood home to face her past.",False,False,False,False,False,False,True,False,False
19001,We Happy Few: Lightbearer,https://www.imdb.com/title/tt10583296/?ref_=adv_li_tt,2019.0,,7.7,19.0,"Rock star Nick Lightbearer wakes up in a trashed hotel room, covered in blood, with no memory of where he was last night. Could he be the notorious killer Foggy Jack? As more of his fans ... See full summary »",False,False,False,False,False,False,True,False,False
19003,Higurashi: When They Cry,https://www.imdb.com/title/tt8750422/?ref_=adv_li_tt,2002.0,,8.8,85.0,"A sound novel containing four arcs, known as the 'Question Arcs'.",False,False,False,False,False,False,True,False,False
19004,Resident Evil 7 Teaser: Beginning Hour,https://www.imdb.com/title/tt8652072/?ref_=adv_li_tt,2016.0,M,7.8,128.0,"This demo includes about an hour worth of gameplay, and it acts as a prologue to Resident Evil 7: Biohazard. The location (the guesthouse) is the same as in the base game, but the demo ... See full summary »",False,False,False,False,False,False,True,False,True
19005,The Room,https://www.imdb.com/title/tt6040464/?ref_=adv_li_tt,2012.0,E,7.7,118.0,"You solve puzzles around a box, as notes from an author - one who previously had solved the mystery of the box - are found, describing the box's use of an ethereal material, as well as showing the author slowly descending into madness.",False,False,False,False,False,False,True,False,False
19006,Spirit Camera: The Cursed Memoir,https://www.imdb.com/title/tt2359303/?ref_=adv_li_tt,2012.0,T,7.2,22.0,There's a woman who captures people and take their faces in a book.You then received the book with a camera to capture ghosts.You then try to find out what happened.,False,False,False,False,False,False,True,False,False
19008,Detention,https://www.imdb.com/title/tt14596884/?ref_=adv_li_tt,2017.0,M,8.5,32.0,"Detention is an atmospheric horror game set in 1960s Taiwan under martial law, Incorporated religious elements based in Taiwanese/Chinese culture and mythology, the game provided players with unique graphics and gaming experience.",False,False,False,False,False,False,True,False,False
19010,Dark Seed II,https://www.imdb.com/title/tt0142210/?ref_=adv_li_tt,1995.0,,6.4,59.0,"Accused of murdering his librarian girlfriend, small town horror novelist Mike Dawson must catch the shape shifting alien serial killer that did it to help a monstrous alien invader from an alien parallel dimension enter Mike's world.",False,False,False,False,False,False,True,True,False
19014,Cube Escape: The Cave,https://www.imdb.com/title/tt15217410/?ref_=adv_li_tt,2017.0,,6.6,8.0,"An old man is about to enter a mysterious cave. Help out a friend in need, uncover the secret rituals of the Vanderbooms and descend into the great depths of the Lake.",False,False,False,False,False,False,True,False,False
19015,The Great Ace Attorney: Adventures,https://www.imdb.com/title/tt6290906/?ref_=adv_li_tt,2015.0,,8.5,64.0,Add a Plot,False,False,False,False,False,False,True,False,False
19017,Fatal Frame: Mask of the Lunar Eclipse,https://www.imdb.com/title/tt1248889/?ref_=adv_li_tt,2008.0,,7.7,42.0,"Ruka Minazuki is one of the girls who was held captive on the island of Rougetsu for unknown reasons. Years after their rescue, and still suffering from amnesia, Ruka and the two surviving girls return to the island to seek out the truth.",False,False,False,False,False,False,True,False,False
19018,The Invisible Hours,https://www.imdb.com/title/tt7187058/?ref_=adv_li_tt,2017.0,,7.9,31.0,"A group of strangers receive a curious invitation from enigmatic inventor Nikola Tesla, offering each of them the chance to make amends for their darkest wrongdoings. When the last guest ... See full summary »",False,False,False,False,False,False,True,False,False
19020,Case Closed: The Mirapolis Investigation,https://www.imdb.com/title/tt1382644/?ref_=adv_li_tt,2007.0,,8.6,15.0,Add a Plot,False,False,False,False,False,False,True,False,False
19021,The Last Door: Season One,https://www.imdb.com/title/tt6238430/?ref_=adv_li_tt,2013.0,,8.5,122.0,"The story follows Jeremiah Devitt, who receives a letter from his childhood friend, Anthony Beechworth. Devitt travels to Beechworth manor, where he finds that strange things are afoot. As ... See full summary »",False,True,False,False,False,False,True,False,False
19022,Enigmatis: The Ghosts of Maple Creek,https://www.imdb.com/title/tt7070702/?ref_=adv_li_tt,2011.0,,6.7,33.0,"In this eerie puzzle game you must find out whats going on in the mysterious Maple Creek as a murder is afoot, people are going missing and an ominous cult appears to be present.",False,False,False,False,False,False,True,False,False
19024,Chaos;Child,https://www.imdb.com/title/tt9288968/?ref_=adv_li_tt,2014.0,,8.9,17.0,Add a Plot,False,False,False,False,False,False,True,True,False
19025,Draugen,https://www.imdb.com/title/tt10442986/?ref_=adv_li_tt,2019.0,,7.0,73.0,"The year is 1923. You play Edward Charles Harden, an American traveller who's come to Norway to find his missing sister.",False,False,False,False,False,False,True,False,False
